critic/q_loss,critic/q_mean,critic/q_max,critic/q_min,bc_actor/loss,onestep_actor/total_loss,onestep_actor/distill_loss,onestep_actor/q_loss,onestep_actor/mse,step
0.9799751043319702,0.038545094430446625,0.12196695804595947,-0.05203960835933685,1.2001116275787354,151.53463745117188,151.40316772460938,0.13147377967834473,0.19848856329917908,0
0.6378464102745056,-38.47755432128906,0.1166965439915657,-40.079429626464844,0.19734160602092743,39.54316329956055,0.9869036078453064,38.55625915527344,0.03198220580816269,10000
3.8438282012939453,-58.68977355957031,0.6206837296485901,-63.56131362915039,0.1698000729084015,59.35139083862305,0.8089326620101929,58.542457580566406,0.026660162955522537,20000
2.199277400970459,-47.33810806274414,0.25094762444496155,-71.13978576660156,0.19142265617847443,47.95439910888672,1.5162032842636108,46.438194274902344,0.02610524743795395,30000
2.7148475646972656,-40.12924575805664,0.5249940156936646,-58.98680114746094,0.17774029076099396,40.35282897949219,0.6185136437416077,39.73431396484375,0.03257137909531593,40000
1.7802181243896484,-40.62617111206055,0.7005181312561035,-58.069297790527344,0.17612197995185852,40.85210418701172,0.8433008790016174,40.00880432128906,0.024890217930078506,50000
1.2592391967773438,-42.45195388793945,0.3011733293533325,-58.1859245300293,0.17612239718437195,42.983211517333984,0.871388852596283,42.11182403564453,0.031072106212377548,60000
1.3352577686309814,-41.40501403808594,0.09520131349563599,-59.05437469482422,0.15791194140911102,42.02066421508789,0.9738337397575378,41.04682922363281,0.0396941602230072,70000
1.635652780532837,-39.73883819580078,0.06658650934696198,-59.416996002197266,0.2205202579498291,40.08913803100586,0.6866664886474609,39.40247344970703,0.027368368580937386,80000
1.0705270767211914,-41.04522705078125,0.1404424011707306,-58.219749450683594,0.17722149193286896,41.130218505859375,0.6146553158760071,40.51556396484375,0.0361524373292923,90000
1.0812000036239624,-39.8089599609375,0.29383450746536255,-58.42191696166992,0.19804547727108002,40.13325500488281,1.0951673984527588,39.0380859375,0.03037281148135662,100000
1.2658374309539795,-40.16975784301758,0.5442855358123779,-57.05381774902344,0.15490393340587616,40.27495574951172,0.6801158785820007,39.59484100341797,0.028828082606196404,110000
1.8440957069396973,-39.900115966796875,-0.0005165189504623413,-57.598941802978516,0.15820170938968658,40.05504608154297,0.9407751560211182,39.1142692565918,0.02962172031402588,120000
1.1795177459716797,-39.58467483520508,0.07953588664531708,-57.33710861206055,0.1526007205247879,39.97371292114258,1.2341862916946411,38.739524841308594,0.02023545652627945,130000
1.3162074089050293,-38.45657730102539,0.4146503210067749,-59.955867767333984,0.1812012940645218,38.447818756103516,0.6115518808364868,37.836265563964844,0.029525412246584892,140000
1.406401515007019,-38.791568756103516,0.006225422024726868,-57.11557388305664,0.14272959530353546,38.97886657714844,0.6875074505805969,38.291358947753906,0.02254033088684082,150000
1.4096108675003052,-39.15009307861328,0.1489756852388382,-57.05813980102539,0.15230587124824524,39.283592224121094,0.7824846506118774,38.50110626220703,0.027674280107021332,160000
1.2482972145080566,-37.709999084472656,0.14624997973442078,-56.69969940185547,0.16286949813365936,37.75388717651367,0.6059927344322205,37.14789581298828,0.021392259746789932,170000
1.156687617301941,-36.951595306396484,0.3580705523490906,-63.38594055175781,0.16610442101955414,36.7885856628418,0.578767716884613,36.20981979370117,0.024421239271759987,180000
1.0681393146514893,-39.02849578857422,0.06956635415554047,-64.1558609008789,0.18112480640411377,39.170082092285156,0.7501780986785889,38.41990280151367,0.03254612162709236,190000
1.706195592880249,-37.73279571533203,0.0767236202955246,-56.11798858642578,0.1679571121931076,37.81672668457031,0.7810258865356445,37.035701751708984,0.024114694446325302,200000
1.0556201934814453,-38.047462463378906,0.4915682375431061,-63.93153381347656,0.2063281089067459,38.57856369018555,0.9037454724311829,37.67481994628906,0.030587434768676758,210000
1.6235361099243164,-37.388221740722656,0.013831213116645813,-56.258056640625,0.16874222457408905,37.91023635864258,1.0618945360183716,36.84834289550781,0.024093735963106155,220000
1.0501664876937866,-37.708309173583984,0.46016258001327515,-66.77494049072266,0.1857851892709732,37.80660629272461,0.6956288814544678,37.11097717285156,0.03648431599140167,230000
1.4883873462677002,-36.752174377441406,0.0900542140007019,-56.26731491088867,0.1465539187192917,36.91356658935547,0.837557315826416,36.07600784301758,0.027153464034199715,240000
1.1676520109176636,-38.288612365722656,0.046553730964660645,-56.271629333496094,0.1651826649904251,38.62966537475586,0.6680018901824951,37.96166229248047,0.02696938067674637,250000
0.9833720922470093,-36.26063919067383,0.574035108089447,-58.45602035522461,0.17520175874233246,36.627532958984375,0.723297119140625,35.90423583984375,0.028530947864055634,260000
1.742340087890625,-38.23817443847656,0.8559770584106445,-59.565185546875,0.18176530301570892,38.47827911376953,0.6580444574356079,37.82023620605469,0.02719034254550934,270000
1.5198187828063965,-38.50255584716797,0.11852538585662842,-56.3657112121582,0.16451549530029297,38.662750244140625,0.7765651941299438,37.88618469238281,0.025551430881023407,280000
1.244881510734558,-38.27455520629883,0.07483531534671783,-69.13440704345703,0.17342543601989746,38.965919494628906,1.0177075862884521,37.948211669921875,0.023606449365615845,290000
1.123060703277588,-37.13979721069336,0.33335059881210327,-56.219512939453125,0.13351106643676758,37.14911651611328,0.7353935241699219,36.41372299194336,0.02106238342821598,300000
0.6154787540435791,-37.73412322998047,0.4154019355773926,-56.5734977722168,0.17277789115905762,38.4393310546875,1.20646071434021,37.232872009277344,0.023573031648993492,310000
1.1899080276489258,-38.217735290527344,-0.011546805500984192,-69.51329040527344,0.16698335111141205,38.046993255615234,0.605863630771637,37.44112777709961,0.029322531074285507,320000
1.0450592041015625,-36.57056427001953,0.4617379903793335,-67.7388916015625,0.16153600811958313,37.032047271728516,0.9813892841339111,36.0506591796875,0.030239548534154892,330000
1.6591849327087402,-36.88323211669922,0.23712752759456635,-56.768524169921875,0.1399303525686264,36.95613098144531,0.8051400780677795,36.1509895324707,0.026259243488311768,340000
1.4056363105773926,-38.063438415527344,0.31520313024520874,-66.59368896484375,0.1472775936126709,38.47114562988281,0.9356816411018372,37.535465240478516,0.030750980600714684,350000
1.161508560180664,-37.01864242553711,0.4729129672050476,-68.77790832519531,0.15928535163402557,37.124534606933594,0.5269069671630859,36.597625732421875,0.02582523226737976,360000
1.8175015449523926,-37.86254119873047,0.34027397632598877,-68.16637420654297,0.13339410722255707,37.6910285949707,0.6139349341392517,37.07709503173828,0.022547267377376556,370000
0.659759521484375,-38.439064025878906,0.10127925872802734,-64.58594512939453,0.15746083855628967,38.725547790527344,0.6950929760932922,38.03045654296875,0.03005562536418438,380000
0.5789662599563599,-36.94749450683594,0.3551751971244812,-55.976341247558594,0.13602972030639648,37.076568603515625,0.4817434549331665,36.594825744628906,0.0253358893096447,390000
1.7974469661712646,-37.90537643432617,-0.053989142179489136,-66.82515716552734,0.12979069352149963,38.06074142456055,0.7022368311882019,37.35850524902344,0.020115286111831665,400000
1.3610687255859375,-37.503395080566406,0.042626842856407166,-61.2711296081543,0.16578105092048645,37.43380355834961,0.5244631767272949,36.909339904785156,0.03081553615629673,410000
1.9021130800247192,-39.18212127685547,0.17795275151729584,-66.51787567138672,0.15072138607501984,39.93141555786133,1.5740909576416016,38.357322692871094,0.03154698386788368,420000
